city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity
Beijing,2022-11-30,29.0,44.6,68.7,32.7,13.2,1.9,71.0,14.0,Urban,1029.0
Cairo,2022-12-01,80.0,30.0,46.9,53.8,54.3,4.7,68.0,5.0,Urban,1734.0
Beijing,2022-12-02,163.0,39.8,57.8,30.5,46.9,7.9,61.0,9.0,Urban,1513.0
Mexico City,2022-12-03,459.0,51.4,48.6,20.3,48.5,13.2,24.0,9.0,Urban,1135.0
Delhi,2022-12-04,345.0,14.9,65.5,30.3,32.1,15.6,65.0,8.0,Urban,1863.0
Beijing,2022-12-05,102.0,45.8,40.2,18.1,22.6,33.5,59.0,7.0,Urban,1926.0
London,2022-12-06,440.0,11.3,38.0,17.6,57.2,18.8,40.0,4.0,Urban,1193.0
Mexico City,2022-12-07,392.0,67.5,71.4,29.0,44.2,8.2,77.0,15.0,Urban,172.0
Beijing,2022-12-08,39.0,27.1,64.4,38.3,54.1,25.1,36.0,5.0,Urban,617.0
Tokyo,2022-12-09,46.0,51.4,63.9,25.9,51.5,4.5,32.0,9.0,Suburban,1814.0
London,2022-12-10,187.0,36.4,68.5,19.9,52.5,12.4,75.0,11.0,Urban,1611.0
Beijing,2022-12-11,244.0,20.2,41.2,30.9,38.4,3.6,63.0,5.0,Urban,1171.0
Beijing,2022-12-12,382.0,4.0,62.2,31.4,41.8,2.7,51.0,1.0,Suburban,833.0
Beijing,2022-12-13,291.0,39.1,77.0,21.2,31.0,32.2,70.0,8.0,Urban,781.0
Mexico City,2022-12-14,170.0,36.3,95.2,40.2,22.5,10.3,58.0,3.0,Suburban,1272.0
Beijing,2022-12-15,337.0,38.9,61.6,27.2,34.7,27.4,56.0,5.0,Urban,463.0
Delhi,2022-12-16,332.0,25.6,51.8,23.5,33.3,29.1,78.0,3.0,Urban,1379.0
Tokyo,2022-12-17,350.0,35.4,58.2,21.3,39.7,32.7,41.0,11.0,Urban,1909.0
Tokyo,2022-12-18,305.0,42.4,34.3,37.5,50.1,37.2,67.0,9.0,Suburban,415.0
London,2022-12-19,27.0,48.8,50.2,20.8,38.3,12.6,45.0,5.0,Rural,56.0
Cairo,2022-12-20,463.0,34.8,21.9,7.4,57.5,4.8,44.0,7.0,Urban,1281.0
Los Angeles,2022-12-21,161.0,6.9,21.5,29.0,44.2,24.2,27.0,2.0,Suburban,1321.0
Los Angeles,2022-12-22,406.0,32.8,75.4,43.9,28.4,7.6,36.0,11.0,Urban,1729.0
Los Angeles,2022-12-23,334.0,25.5,26.8,30.1,30.0,37.6,71.0,14.0,Urban,1902.0
Beijing,2022-12-24,312.0,38.3,28.1,28.4,56.1,20.6,27.0,5.0,Urban,616.0
Beijing,2022-12-25,187.0,37.3,52.3,37.9,28.8,31.6,48.0,4.0,Suburban,619.0
Delhi,2022-12-26,387.0,44.7,73.6,27.9,14.5,12.2,61.0,11.0,Urban,1868.0
Mexico City,2022-12-27,223.0,24.3,37.4,30.6,53.1,4.3,75.0,3.0,Urban,707.0
Delhi,2022-12-28,127.0,24.2,19.1,11.3,41.0,3.2,75.0,8.0,Urban,1839.0
Delhi,2022-12-29,49.0,49.9,56.3,35.5,53.9,35.5,87.0,7.0,Urban,588.0
Mexico City,2022-12-30,50.0,18.8,91.9,43.7,42.6,-3.2,40.0,1.0,Suburban,1534.0
Beijing,2022-12-31,300.0,32.9,12.8,8.4,35.5,-1.8,59.0,9.0,Urban,621.0
Delhi,2023-01-01,216.0,35.0,10.6,32.0,67.4,22.7,78.0,7.0,Suburban,1326.0
London,2023-01-02,163.0,3.7,43.4,10.9,36.9,17.5,59.0,6.0,Urban,1633.0
London,2023-01-03,250.0,35.5,95.5,16.7,35.5,1.1,90.0,9.0,Urban,944.0
Delhi,2023-01-04,56.0,35.0,26.2,30.5,55.7,25.8,62.0,8.0,Urban,772.0
Delhi,2023-01-05,443.0,36.0,31.1,36.2,41.1,3.7,26.0,15.0,Urban,966.0
Beijing,2023-01-06,252.0,20.9,62.7,17.3,47.0,5.8,88.0,9.0,Rural,549.0
Los Angeles,2023-01-07,460.0,17.2,73.5,30.4,22.8,5.4,22.0,10.0,Urban,1980.0
London,2023-01-08,201.0,14.8,47.5,26.6,55.4,13.8,31.0,5.0,Suburban,1651.0
Delhi,2023-01-09,148.0,51.9,100.4,34.9,31.8,24.6,88.0,11.0,Suburban,1821.0
Los Angeles,2023-01-10,315.0,38.0,62.9,23.9,34.7,33.1,86.0,10.0,Rural,1107.0
Delhi,2023-01-11,17.0,24.4,30.5,34.4,50.6,1.8,87.0,6.0,Rural,1173.0
Beijing,2023-01-12,114.0,17.0,56.0,18.8,36.4,14.0,92.0,8.0,Rural,469.0
São Paulo,2023-01-13,253.0,15.2,39.2,20.5,33.6,35.2,24.0,7.0,Suburban,1069.0
Delhi,2023-01-14,75.0,35.1,61.0,47.3,44.3,28.5,56.0,9.0,Suburban,733.0
Delhi,2023-01-15,494.0,33.5,56.2,35.4,54.4,23.8,56.0,8.0,Urban,758.0
Beijing,2023-01-16,171.0,10.0,54.2,23.2,50.5,22.9,22.0,5.0,Suburban,81.0
Mexico City,2023-01-17,361.0,17.3,17.1,37.2,57.7,19.0,82.0,9.0,Urban,605.0
Tokyo,2023-01-18,459.0,22.5,79.6,41.3,34.3,2.8,30.0,8.0,Suburban,612.0
São Paulo,2023-01-19,32.0,47.2,63.9,32.7,43.9,17.4,47.0,8.0,Urban,664.0
Delhi,2023-01-20,106.0,21.4,18.0,24.4,37.1,0.8,66.0,5.0,Urban,787.0
Delhi,2023-01-21,36.0,33.1,82.6,39.8,42.9,23.7,70.0,12.0,Urban,582.0
Los Angeles,2023-01-22,147.0,49.0,49.4,43.7,43.5,29.5,91.0,9.0,Rural,1797.0
Delhi,2023-01-23,287.0,48.5,12.0,30.7,64.5,16.9,60.0,10.0,Suburban,1882.0
Tokyo,2023-01-24,392.0,43.9,67.6,39.7,46.1,35.1,64.0,6.0,Rural,1395.0
Mexico City,2023-01-25,211.0,56.1,95.1,39.7,39.1,2.9,50.0,4.0,Urban,644.0
Delhi,2023-01-26,379.0,37.8,55.0,14.4,34.2,8.7,71.0,9.0,Urban,954.0
Delhi,2023-01-28,197.0,58.9,51.5,24.6,42.0,9.1,63.0,10.0,Rural,1206.0
Beijing,2023-01-29,168.0,42.0,30.7,31.9,34.5,18.3,91.0,13.0,Suburban,435.0
Mexico City,2023-01-30,405.0,22.9,84.8,24.3,33.5,24.8,40.0,0.0,Urban,378.0
Beijing,2023-01-31,119.0,42.5,49.8,14.0,46.4,15.9,46.0,9.0,Urban,1931.0
Mexico City,2023-02-01,373.0,5.9,44.6,37.2,28.5,10.3,56.0,3.0,Suburban,1404.0
Mexico City,2023-02-02,328.0,36.8,40.2,26.4,31.2,6.0,27.0,4.0,Urban,1474.0
São Paulo,2023-02-03,142.0,1.8,64.4,10.9,35.2,8.0,33.0,5.0,Urban,721.0
São Paulo,2023-02-04,98.0,22.5,61.9,38.3,43.9,22.8,68.0,7.0,Urban,903.0
Beijing,2023-02-05,310.0,25.5,55.1,36.0,49.2,1.6,44.0,6.0,Suburban,1882.0
Delhi,2023-02-06,343.0,17.3,69.1,32.9,49.3,2.3,91.0,13.0,Suburban,1664.0
Los Angeles,2023-02-07,130.0,34.3,52.1,29.7,26.8,12.0,46.0,6.0,Urban,1528.0
Cairo,2023-02-08,320.0,22.5,33.1,26.0,47.9,13.9,47.0,7.0,Urban,438.0
Beijing,2023-02-09,260.0,34.7,37.2,24.2,31.2,8.9,32.0,8.0,Urban,616.0
Beijing,2023-02-10,3.0,52.0,62.0,31.6,23.6,18.7,56.0,8.0,Suburban,1964.0
Beijing,2023-02-11,221.0,19.7,44.8,40.3,36.6,14.6,47.0,10.0,Suburban,1879.0
Mexico City,2023-02-13,238.0,67.7,51.9,20.2,46.1,26.4,53.0,8.0,Rural,619.0
Beijing,2023-02-14,61.0,35.4,77.7,28.1,40.6,32.9,77.0,6.0,Suburban,1123.0
Los Angeles,2023-02-15,477.0,10.4,16.8,26.5,59.5,34.9,86.0,1.0,Suburban,1843.0
London,2023-02-16,38.0,40.0,81.1,25.9,30.1,24.3,73.0,11.0,Suburban,1187.0
London,2023-02-17,396.0,30.9,21.9,30.8,47.6,4.5,39.0,0.0,Rural,923.0
Beijing,2023-02-18,118.0,55.3,44.9,45.8,26.5,10.0,26.0,9.0,Suburban,479.0
Beijing,2023-02-19,309.0,17.1,71.1,42.0,34.7,24.1,44.0,13.0,Suburban,65.0
Los Angeles,2023-02-20,63.0,31.4,55.8,6.9,37.0,38.6,60.0,3.0,Urban,74.0
Beijing,2023-02-22,464.0,32.0,56.5,35.1,22.3,9.8,85.0,8.0,Urban,1032.0
Tokyo,2023-02-23,63.0,25.1,42.5,25.8,51.9,24.5,74.0,5.0,Urban,1473.0
Delhi,2023-02-24,290.0,34.3,55.9,39.0,34.8,22.8,77.0,8.0,Urban,178.0
London,2023-02-25,319.0,46.0,67.1,22.8,21.8,14.6,74.0,7.0,Urban,178.0
Delhi,2023-02-26,110.0,34.2,54.6,33.2,29.5,-2.0,48.0,6.0,Urban,355.0
Delhi,2023-02-27,459.0,44.1,40.3,38.9,21.6,8.6,23.0,16.0,Rural,168.0
Beijing,2023-02-28,401.0,50.0,20.8,32.4,38.8,4.3,91.0,11.0,Suburban,938.0
Delhi,2023-03-01,24.0,29.1,47.1,39.4,49.3,23.4,94.0,14.0,Suburban,228.0
Delhi,2023-03-02,14.0,8.5,74.0,36.9,37.0,38.7,29.0,3.0,Urban,1808.0
Delhi,2023-03-03,494.0,28.3,64.4,8.3,48.3,29.2,22.0,3.0,Suburban,1561.0
Beijing,2023-03-04,55.0,16.1,53.5,33.0,30.3,13.6,73.0,6.0,Urban,1721.0
Los Angeles,2023-03-05,235.0,50.3,77.1,34.5,65.0,9.1,21.0,9.0,Urban,1675.0
Delhi,2023-03-06,383.0,34.6,56.4,28.4,38.4,31.8,93.0,4.0,Urban,1426.0
Mexico City,2023-03-07,190.0,43.4,20.8,10.5,49.1,37.7,28.0,8.0,Urban,74.0
London,2023-03-08,478.0,43.4,38.7,41.0,42.6,35.0,67.0,11.0,Urban,1918.0
Delhi,2023-03-09,341.0,51.4,49.6,25.3,39.4,7.8,37.0,8.0,Suburban,886.0
Delhi,2023-03-10,376.0,48.7,71.6,43.5,59.0,18.0,35.0,12.0,Urban,1268.0
London,2023-03-11,494.0,18.1,34.7,28.7,30.8,31.4,52.0,2.0,Urban,522.0
London,2023-03-12,63.0,21.9,43.9,32.8,35.1,27.2,37.0,3.0,Rural,1952.0
Beijing,2023-03-13,102.0,33.8,49.1,25.3,33.1,-0.5,84.0,8.0,Urban,1166.0
London,2023-03-14,51.0,57.7,60.3,6.0,30.8,28.4,85.0,12.0,Suburban,1983.0
Delhi,2023-03-15,481.0,13.3,45.0,22.3,55.9,3.4,49.0,3.0,Rural,270.0
Beijing,2023-03-16,275.0,34.5,36.7,47.7,45.7,16.5,40.0,11.0,Suburban,1158.0
Los Angeles,2023-03-17,62.0,44.8,64.4,6.7,63.6,16.2,90.0,10.0,Urban,919.0
Delhi,2023-03-18,146.0,29.3,74.9,32.1,50.6,38.7,73.0,3.0,Urban,495.0
Los Angeles,2023-03-19,405.0,60.3,62.6,24.0,49.6,29.2,57.0,12.0,Urban,525.0
Beijing,2023-03-20,263.0,23.8,62.2,30.6,45.1,10.6,63.0,9.0,Urban,165.0
Los Angeles,2023-03-21,351.0,28.9,65.3,31.6,40.3,5.8,30.0,9.0,Urban,1341.0
Beijing,2023-03-22,244.0,43.9,77.9,23.8,43.0,2.3,29.0,12.0,Rural,1795.0
Beijing,2023-03-23,243.0,29.4,42.3,37.6,61.6,39.4,57.0,5.0,Suburban,271.0
Delhi,2023-03-24,441.0,42.4,101.8,28.0,43.9,13.4,37.0,14.0,Urban,1010.0
Delhi,2023-03-25,273.0,54.9,60.0,12.9,31.7,18.6,41.0,10.0,Suburban,1519.0
Los Angeles,2023-03-26,372.0,29.0,38.2,21.7,37.8,-3.8,93.0,6.0,Urban,814.0
Delhi,2023-03-27,488.0,2.6,68.7,31.4,53.2,-0.5,35.0,9.0,Suburban,93.0
Delhi,2023-03-28,228.0,54.9,63.4,18.7,32.8,20.4,91.0,6.0,Urban,365.0
Delhi,2023-03-29,382.0,54.5,49.5,29.9,30.7,7.8,66.0,6.0,Rural,1717.0
Delhi,2023-03-30,446.0,6.9,70.3,18.5,31.2,12.6,67.0,7.0,Rural,1180.0
London,2023-03-31,494.0,33.4,64.5,19.9,47.6,22.2,81.0,11.0,Urban,1393.0
Beijing,2023-04-01,207.0,35.3,30.0,30.9,53.4,31.5,56.0,16.0,Urban,1062.0
São Paulo,2023-04-02,56.0,28.4,56.5,31.1,32.2,38.3,67.0,6.0,Urban,1163.0
Delhi,2023-04-03,450.0,40.1,38.2,35.3,41.7,32.2,47.0,7.0,Urban,1476.0
Mexico City,2023-04-04,198.0,35.4,35.5,30.6,49.0,-1.7,24.0,14.0,Urban,231.0
Beijing,2023-04-05,37.0,33.1,16.8,28.2,20.8,-0.0,92.0,9.0,Urban,1933.0
Beijing,2023-04-06,124.0,38.7,39.2,39.5,21.7,36.9,43.0,12.0,Urban,437.0
London,2023-04-07,431.0,62.6,39.7,20.6,31.5,17.8,73.0,14.0,Urban,1701.0
Cairo,2023-04-08,163.0,22.0,57.1,31.8,35.1,20.2,69.0,6.0,Urban,69.0
London,2023-04-09,303.0,23.0,54.5,17.2,45.7,-2.1,89.0,7.0,Suburban,1751.0
Delhi,2023-04-10,483.0,47.4,40.0,28.1,31.4,1.7,51.0,8.0,Suburban,1805.0
Delhi,2023-04-11,342.0,46.2,76.4,28.4,47.5,34.3,91.0,5.0,Rural,852.0
Mexico City,2023-04-12,276.0,17.8,27.2,26.5,31.5,-2.8,37.0,2.0,Suburban,505.0
Delhi,2023-04-13,177.0,23.8,45.3,22.0,43.7,33.7,72.0,3.0,Suburban,174.0
Los Angeles,2023-04-14,416.0,27.7,40.8,12.4,39.5,14.8,68.0,4.0,Urban,1369.0
Mexico City,2023-04-15,377.0,25.8,48.4,43.4,49.9,5.0,25.0,7.0,Suburban,1266.0
Mexico City,2023-04-16,4.0,18.3,44.2,25.9,37.2,20.9,92.0,6.0,Urban,1147.0
London,2023-04-17,217.0,56.0,25.9,19.0,44.3,6.1,67.0,12.0,Rural,878.0
Los Angeles,2023-04-18,261.0,23.8,38.9,19.9,35.8,24.1,22.0,6.0,Urban,557.0
Delhi,2023-04-19,173.0,39.2,27.6,35.8,44.6,37.8,76.0,8.0,Urban,176.0
Delhi,2023-04-20,478.0,34.6,83.7,14.8,42.4,19.6,21.0,8.0,Urban,1263.0
Mexico City,2023-04-21,482.0,36.0,42.1,33.4,39.7,38.9,44.0,4.0,Urban,1975.0
Beijing,2023-04-22,170.0,39.9,32.0,35.4,50.5,24.4,26.0,6.0,Urban,666.0
Delhi,2023-04-23,2.0,25.3,88.1,37.4,46.3,9.5,39.0,2.0,Urban,944.0
Beijing,2023-04-24,247.0,35.8,75.8,18.1,42.2,12.9,87.0,9.0,Urban,1573.0
Los Angeles,2023-04-25,330.0,1.2,41.2,36.0,70.3,25.7,93.0,2.0,Urban,415.0
London,2023-04-26,149.0,15.4,35.0,34.7,50.0,7.8,39.0,10.0,Urban,955.0
Mexico City,2023-04-27,341.0,37.5,74.9,30.7,22.3,34.3,78.0,5.0,Suburban,1338.0
Beijing,2023-04-28,355.0,30.3,48.6,39.0,36.8,18.9,86.0,15.0,Urban,729.0
Delhi,2023-04-29,10.0,16.1,26.0,26.4,31.8,13.6,78.0,6.0,Rural,664.0
Beijing,2023-04-30,4.0,28.6,72.0,23.5,31.8,24.2,66.0,8.0,Suburban,1363.0
Beijing,2023-05-01,283.0,47.8,37.8,34.8,36.0,34.7,47.0,8.0,Suburban,336.0
Mexico City,2023-05-02,285.0,65.8,48.8,33.1,35.5,23.6,44.0,13.0,Urban,201.0
Mexico City,2023-05-03,414.0,12.4,66.6,27.4,21.9,11.4,83.0,7.0,Rural,650.0
Delhi,2023-05-04,55.0,17.0,54.0,24.7,17.6,14.9,63.0,5.0,Suburban,1384.0
Delhi,2023-05-05,210.0,63.4,46.5,45.9,50.0,15.3,36.0,7.0,Suburban,1512.0
Delhi,2023-05-06,226.0,32.2,59.4,11.7,37.9,10.0,38.0,7.0,Urban,1862.0
Tokyo,2023-05-07,330.0,44.1,30.1,24.7,10.7,32.1,47.0,9.0,Suburban,1351.0
Mexico City,2023-05-08,252.0,38.0,54.0,31.1,25.8,17.9,70.0,3.0,Urban,1870.0
Delhi,2023-05-09,342.0,40.5,29.7,31.3,44.7,27.2,53.0,14.0,Urban,1373.0
Tokyo,2023-05-10,203.0,20.1,11.4,29.6,30.8,17.5,83.0,5.0,Suburban,1674.0
Beijing,2023-05-11,54.0,35.4,34.3,14.1,54.3,28.3,63.0,8.0,Suburban,705.0
Beijing,2023-05-12,25.0,30.9,44.9,23.2,44.7,16.8,75.0,14.0,Urban,1841.0
Tokyo,2023-05-13,27.0,47.0,46.7,27.3,30.1,38.6,80.0,8.0,Urban,589.0
Delhi,2023-05-14,278.0,58.3,43.1,29.3,42.9,12.2,40.0,8.0,Urban,1515.0
Delhi,2023-05-15,215.0,25.8,14.5,23.2,33.9,25.9,20.0,8.0,Rural,1593.0
Mexico City,2023-05-16,125.0,40.2,75.4,39.4,50.1,28.1,77.0,10.0,Urban,835.0
Delhi,2023-05-17,305.0,36.6,64.7,38.5,45.0,5.1,56.0,0.0,Urban,1906.0
Mexico City,2023-05-18,220.0,41.2,78.1,28.6,27.7,16.9,63.0,10.0,Urban,510.0
Delhi,2023-05-19,154.0,40.5,70.1,26.0,48.5,6.2,92.0,9.0,Suburban,134.0
Delhi,2023-05-20,45.0,48.9,54.7,33.9,28.5,32.2,79.0,5.0,Urban,767.0
Delhi,2023-05-21,60.0,26.5,40.6,33.4,42.0,8.1,64.0,11.0,Urban,321.0
Beijing,2023-05-22,81.0,9.4,27.3,31.7,48.9,32.7,21.0,2.0,Suburban,572.0
Delhi,2023-05-23,84.0,24.4,74.8,43.5,11.5,31.3,54.0,9.0,Suburban,144.0
Delhi,2023-05-24,307.0,27.5,40.3,37.6,34.0,17.5,74.0,10.0,Urban,845.0
London,2023-05-25,308.0,52.6,65.2,28.2,20.0,37.3,58.0,14.0,Suburban,614.0
Beijing,2023-05-26,496.0,46.7,46.3,42.3,34.3,20.3,61.0,1.0,Rural,1690.0
Beijing,2023-05-27,40.0,60.3,44.7,39.1,28.3,25.2,71.0,10.0,Urban,1076.0
Delhi,2023-05-28,490.0,34.6,41.9,38.7,34.6,29.3,91.0,9.0,Suburban,678.0
Beijing,2023-05-29,364.0,48.6,62.5,42.5,41.0,-1.4,54.0,10.0,Urban,1683.0
Delhi,2023-05-30,57.0,35.5,64.4,38.1,41.4,16.8,20.0,11.0,Urban,50.0
Mexico City,2023-05-31,284.0,21.4,48.8,22.3,36.1,19.3,39.0,0.0,Urban,1292.0
Delhi,2023-06-01,289.0,20.4,55.1,19.8,36.9,9.6,75.0,6.0,Suburban,1229.0
Tokyo,2023-06-02,51.0,11.3,68.0,26.5,35.6,-0.5,30.0,3.0,Urban,1404.0
Tokyo,2023-06-03,451.0,42.2,11.7,35.7,25.5,14.8,54.0,12.0,Urban,379.0
Delhi,2023-06-04,353.0,58.0,34.4,35.1,43.4,13.7,41.0,8.0,Urban,448.0
Delhi,2023-06-05,199.0,45.3,57.2,33.8,37.6,6.2,61.0,11.0,Suburban,1644.0
Delhi,2023-06-06,209.0,40.3,34.1,18.7,52.2,-3.3,77.0,12.0,Suburban,1398.0
Mexico City,2023-06-07,402.0,51.3,57.7,7.6,33.8,16.2,72.0,6.0,Urban,306.0
Delhi,2023-06-08,305.0,20.7,41.7,46.2,17.0,4.2,47.0,0.0,Urban,699.0
London,2023-06-09,71.0,36.8,34.6,25.1,38.9,13.0,87.0,7.0,Urban,746.0
Los Angeles,2023-06-10,301.0,31.1,51.2,38.0,40.7,15.2,76.0,4.0,Urban,1406.0
London,2023-06-11,492.0,43.3,52.1,23.1,47.1,13.0,50.0,6.0,Urban,1470.0
Beijing,2023-06-12,436.0,28.1,62.8,40.7,34.7,24.8,81.0,5.0,Suburban,1241.0
São Paulo,2023-06-13,321.0,61.9,64.1,31.3,46.4,16.6,22.0,11.0,Urban,643.0
Delhi,2023-06-14,269.0,56.7,46.1,50.5,43.6,37.9,46.0,10.0,Suburban,502.0
Beijing,2023-06-15,308.0,12.1,58.1,27.5,53.7,6.3,48.0,7.0,Urban,883.0
Beijing,2023-06-16,137.0,66.8,29.7,36.7,43.6,3.3,53.0,12.0,Rural,1364.0
Tokyo,2023-06-17,290.0,38.5,39.0,39.4,28.4,11.3,67.0,7.0,Suburban,1883.0
Mexico City,2023-06-18,418.0,36.9,85.9,44.6,28.7,13.7,48.0,4.0,Urban,1475.0
London,2023-06-19,451.0,44.2,104.2,22.3,32.9,4.0,24.0,5.0,Suburban,1028.0
Delhi,2023-06-20,296.0,48.1,40.7,33.5,40.1,6.8,30.0,15.0,Urban,928.0
Cairo,2023-06-21,154.0,14.9,94.0,24.9,34.2,-2.6,68.0,10.0,Urban,145.0
Beijing,2023-06-22,108.0,48.8,17.0,30.1,14.6,5.4,52.0,9.0,Urban,1855.0
Beijing,2023-06-23,106.0,29.6,32.1,29.2,31.5,5.6,32.0,12.0,Suburban,495.0
Cairo,2023-06-24,116.0,67.8,74.7,35.2,59.9,17.3,21.0,11.0,Suburban,177.0
Beijing,2023-06-25,267.0,2.2,52.2,13.5,25.7,4.8,88.0,6.0,Suburban,1863.0
Beijing,2023-06-26,221.0,31.3,69.0,20.3,31.2,35.8,35.0,2.0,Urban,1924.0
Mexico City,2023-06-27,492.0,24.6,61.0,33.4,44.1,37.3,91.0,9.0,Rural,785.0
Delhi,2023-06-28,308.0,38.0,42.9,41.8,52.5,19.3,46.0,8.0,Rural,755.0
Beijing,2023-06-29,491.0,31.4,44.4,38.3,34.1,39.6,53.0,12.0,Suburban,1955.0
Delhi,2023-06-30,459.0,27.9,63.5,41.6,50.2,34.3,38.0,12.0,Suburban,1050.0
Delhi,2023-07-01,45.0,9.6,40.6,44.7,44.7,26.6,86.0,6.0,Urban,1789.0
London,2023-07-02,133.0,28.5,55.6,33.7,62.2,12.1,30.0,7.0,Rural,1113.0
Mexico City,2023-07-03,23.0,46.6,9.8,39.7,38.4,24.5,24.0,7.0,Urban,971.0
Beijing,2023-07-04,320.0,40.9,35.9,28.0,62.1,38.3,66.0,11.0,Urban,1595.0
Beijing,2023-07-05,404.0,32.6,27.3,12.6,42.9,3.5,85.0,7.0,Urban,1966.0
Beijing,2023-07-06,457.0,24.7,32.2,27.5,49.0,39.6,66.0,5.0,Urban,687.0
Mexico City,2023-07-07,321.0,24.2,45.2,34.3,39.7,16.8,42.0,8.0,Urban,984.0
Tokyo,2023-07-08,118.0,20.6,38.6,14.6,46.9,34.9,34.0,9.0,Suburban,1064.0
Tokyo,2023-07-09,312.0,27.9,56.2,25.8,19.4,1.8,36.0,6.0,Urban,1168.0
Beijing,2023-07-10,129.0,39.9,78.2,23.2,40.0,38.1,82.0,7.0,Urban,1079.0
Beijing,2023-07-11,349.0,38.6,35.9,25.0,28.6,-0.3,80.0,10.0,Suburban,1251.0
Beijing,2023-07-12,18.0,24.7,51.4,25.2,51.7,36.1,42.0,13.0,Suburban,1160.0
Mexico City,2023-07-13,15.0,15.1,24.9,33.6,24.8,16.2,42.0,5.0,Urban,783.0
Beijing,2023-07-14,306.0,57.5,64.2,26.3,50.7,-2.0,29.0,13.0,Rural,78.0
Mexico City,2023-07-15,205.0,28.1,39.4,32.9,54.0,-2.0,67.0,9.0,Urban,1092.0
Mexico City,2023-07-16,68.0,21.0,46.6,33.5,24.9,27.4,39.0,6.0,Suburban,926.0
Beijing,2023-07-17,239.0,37.3,20.9,32.7,58.7,9.8,69.0,11.0,Suburban,538.0
Beijing,2023-07-18,311.0,29.1,51.4,19.2,22.4,36.0,93.0,5.0,Urban,1351.0
Beijing,2023-07-19,329.0,53.1,24.0,34.2,43.7,32.8,87.0,10.0,Rural,1583.0
Delhi,2023-07-20,16.0,23.9,5.9,43.9,32.7,19.9,42.0,6.0,Urban,771.0
Delhi,2023-07-21,290.0,18.1,71.4,40.5,43.2,-2.7,83.0,7.0,Urban,228.0
Los Angeles,2023-07-22,38.0,34.2,24.8,26.4,41.8,-2.0,64.0,3.0,Urban,87.0
Beijing,2023-07-23,377.0,32.7,31.4,28.6,25.5,25.1,32.0,11.0,Urban,1718.0
Delhi,2023-07-24,361.0,25.7,55.2,29.5,42.7,28.3,67.0,10.0,Urban,191.0
Mexico City,2023-07-25,271.0,28.3,41.1,16.8,21.2,29.4,59.0,13.0,Suburban,88.0
Los Angeles,2023-07-26,404.0,42.9,21.4,26.5,42.6,4.9,86.0,1.0,Urban,1889.0
Delhi,2023-07-27,316.0,52.7,60.0,30.2,54.3,19.5,69.0,8.0,Suburban,1346.0
London,2023-07-28,298.0,16.2,28.9,11.7,52.2,25.5,38.0,8.0,Urban,802.0
Tokyo,2023-07-29,2.0,31.1,40.9,40.1,34.7,36.0,85.0,6.0,Urban,1368.0
Mexico City,2023-07-30,95.0,44.6,44.9,32.2,66.3,18.2,44.0,10.0,Rural,1402.0
Mexico City,2023-07-31,318.0,49.3,51.9,24.5,36.7,31.5,56.0,7.0,Urban,961.0
Delhi,2023-08-01,473.0,53.5,55.7,33.4,48.3,14.9,83.0,9.0,Urban,1229.0
Tokyo,2023-08-02,255.0,14.6,69.7,43.5,25.6,38.0,83.0,8.0,Rural,1816.0
Beijing,2023-08-03,495.0,31.4,73.0,29.8,47.2,26.8,70.0,3.0,Urban,1294.0
Tokyo,2023-08-04,206.0,40.5,44.2,25.0,3.7,34.2,69.0,9.0,Urban,1869.0
Mexico City,2023-08-05,66.0,18.5,70.0,29.7,34.1,11.3,67.0,8.0,Urban,1779.0
Delhi,2023-08-06,348.0,35.4,55.1,47.6,51.3,5.4,89.0,6.0,Urban,681.0
Delhi,2023-08-07,359.0,9.5,45.2,40.0,37.6,-4.5,26.0,9.0,Urban,1978.0
Mexico City,2023-08-08,1.0,19.8,37.1,33.0,43.2,9.9,39.0,2.0,Urban,906.0
Mexico City,2023-08-09,439.0,9.2,57.8,39.7,44.1,-3.9,54.0,6.0,Rural,1620.0
Delhi,2023-08-10,384.0,23.8,48.2,39.3,35.7,1.0,39.0,7.0,Suburban,903.0
Los Angeles,2023-08-11,294.0,6.3,29.7,42.3,28.9,-1.8,21.0,9.0,Urban,281.0
London,2023-08-12,443.0,46.5,5.7,12.6,38.5,10.6,89.0,8.0,Urban,1404.0
Beijing,2023-08-13,363.0,38.1,81.3,42.3,31.3,10.4,65.0,3.0,Suburban,450.0
Beijing,2023-08-14,56.0,32.6,11.1,34.0,38.0,30.9,29.0,3.0,Rural,811.0
Delhi,2023-08-15,330.0,18.9,85.3,19.6,45.0,32.1,91.0,9.0,Urban,1034.0
Los Angeles,2023-08-16,177.0,2.8,61.9,35.4,57.4,29.3,67.0,0.0,Rural,70.0
Beijing,2023-08-17,492.0,40.0,41.1,46.6,44.5,-2.6,27.0,7.0,Rural,666.0
London,2023-08-18,434.0,19.4,75.5,41.0,38.7,18.7,88.0,7.0,Suburban,1667.0
Beijing,2023-08-19,355.0,31.5,81.1,29.2,17.5,2.0,43.0,8.0,Urban,861.0
Mexico City,2023-08-20,31.0,45.8,75.6,37.6,28.4,32.9,37.0,12.0,Suburban,934.0
Delhi,2023-08-21,454.0,7.9,35.0,20.6,27.8,19.0,50.0,1.0,Suburban,1037.0
Delhi,2023-08-22,113.0,36.2,53.8,5.5,60.1,25.9,54.0,3.0,Urban,927.0
